Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID	Gene name	HGNC symbol
ENSG00000204389	ENSG00000204389.10	3303	HSPA1A	HSPA1A
ENSG00000204388	ENSG00000204388.7	3304	HSPA1B	HSPA1B
ENSG00000285565	ENSG00000285565.1		AL671762.1	
ENSG00000204387	ENSG00000204387.14	50854	SNHG32	SNHG32
ENSG00000201823	ENSG00000201823.1	26801	SNORD48	SNORD48
ENSG00000201754	ENSG00000201754.1	26797	SNORD52	SNORD52
ENSG00000204386	ENSG00000204386.11	4758	NEU1	NEU1
ENSG00000204385	ENSG00000204385.12	80736	SLC44A4	SLC44A4
ENSG00000237080	ENSG00000237080.3		EHMT2-AS1	EHMT2-AS1
ENSG00000204371	ENSG00000204371.11	10919	EHMT2	EHMT2
ENSG00000166278	ENSG00000166278.15	717	C2	C2
ENSG00000204366	ENSG00000204366.4	221527	ZBTB12	ZBTB12
ENSG00000244255	ENSG00000244255.5		AL645922.1	
ENSG00000281756	ENSG00000281756.1	102060414	C2-AS1	C2-AS1
ENSG00000243649	ENSG00000243649.9	629	CFB	CFB
ENSG00000204356	ENSG00000204356.14	7936	NELFE	NELFE
ENSG00000284446	ENSG00000284446.1	100302242	MIR1236	MIR1236
ENSG00000204351	ENSG00000204351.12	6499	SKIV2L	SKIV2L
ENSG00000204348	ENSG00000204348.10	1797	DXO	DXO
ENSG00000204344	ENSG00000204344.14	8859	STK19	STK19
ENSG00000244731	ENSG00000244731.8	720	C4A	C4A
ENSG00000244731	ENSG00000244731.8	110384692	C4A	C4A
ENSG00000233627	ENSG00000233627.2		C4A-AS1	C4A-AS1
ENSG00000204338	ENSG00000204338.8		CYP21A1P	CYP21A1P
ENSG00000248290	ENSG00000248290.1		TNXA	TNXA
ENSG00000250535	ENSG00000250535.1		STK19B	STK19B
ENSG00000224389	ENSG00000224389.9	721	C4B	C4B
ENSG00000229776	ENSG00000229776.1	102060414	C4B-AS1	C4B-AS1
ENSG00000231852	ENSG00000231852.9	1589	CYP21A2	CYP21A2
ENSG00000168477	ENSG00000168477.19	7148	TNXB	TNXB
ENSG00000252512	ENSG00000252512.1		RNA5SP206	RNA5SP206
ENSG00000284829	ENSG00000284829.1		AL662884.2	
ENSG00000286974	ENSG00000286974.1		AL662884.5	
ENSG00000213676	ENSG00000213676.13	1388	ATF6B	ATF6B
ENSG00000204315	ENSG00000204315.4	63943	FKBPL	FKBPL
ENSG00000204314	ENSG00000204314.12	80863	PRRT1	PRRT1
ENSG00000204314	ENSG00000204314.12	100507547	PRRT1	PRRT1
ENSG00000285085	ENSG00000285085.1		AL662884.4	
ENSG00000284954	ENSG00000284954.1	100507547	AL662884.3	
ENSG00000221988	ENSG00000221988.13	9374	PPT2	PPT2
ENSG00000258388	ENSG00000258388.7		PPT2-EGFL8	PPT2-EGFL8
ENSG00000241404	ENSG00000241404.7	80864	EGFL8	EGFL8
ENSG00000204310	ENSG00000204310.13	10554	AGPAT1	AGPAT1
ENSG00000284469	ENSG00000284469.1	102466190	MIR6721	MIR6721
ENSG00000204308	ENSG00000204308.8	6048	RNF5	RNF5
ENSG00000277264	ENSG00000277264.1	102465500	MIR6833	MIR6833
ENSG00000204305	ENSG00000204305.14	177	AGER	AGER
ENSG00000273333	ENSG00000273333.2		AL662884.1	
ENSG00000204304	ENSG00000204304.12	5089	PBX2	PBX2
ENSG00000213654	ENSG00000213654.10	63940	GPSM3	GPSM3
ENSG00000204301	ENSG00000204301.6	4855	NOTCH4	NOTCH4
ENSG00000225914	ENSG00000225914.3	414764	TSBP1-AS1	TSBP1-AS1
ENSG00000204296	ENSG00000204296.11	10665	TSBP1	TSBP1
ENSG00000237285	ENSG00000237285.1		HNRNPA1P2	HNRNPA1P2
ENSG00000223335	ENSG00000223335.1		RNU6-603P	RNU6-603P
ENSG00000204290	ENSG00000204290.10	56244	BTNL2	BTNL2
ENSG00000204287	ENSG00000204287.14	3122	HLA-DRA	HLA-DRA
ENSG00000196301	ENSG00000196301.3		HLA-DRB9	HLA-DRB9
ENSG00000198502	ENSG00000198502.6	3127	HLA-DRB5	HLA-DRB5
ENSG00000251916	ENSG00000251916.1		RNU1-61P	RNU1-61P
ENSG00000229391	ENSG00000229391.7	3128	HLA-DRB6	HLA-DRB6
ENSG00000196126	ENSG00000196126.11	3123	HLA-DRB1	HLA-DRB1
ENSG00000196735	ENSG00000196735.13	3117	HLA-DQA1	HLA-DQA1
ENSG00000179344	ENSG00000179344.16	3119	HLA-DQB1	HLA-DQB1
ENSG00000223534	ENSG00000223534.1	106480429	HLA-DQB1-AS1	HLA-DQB1-AS1
ENSG00000235040	ENSG00000235040.1		MTCO3P1	MTCO3P1
ENSG00000232080	ENSG00000232080.5	102725019	AL662789.1	
ENSG00000226030	ENSG00000226030.1		HLA-DQB3	HLA-DQB3
ENSG00000237541	ENSG00000237541.4	3117	HLA-DQA2	HLA-DQA2
ENSG00000237541	ENSG00000237541.4	3118	HLA-DQA2	HLA-DQA2
ENSG00000263649	ENSG00000263649.1	100616218	MIR3135B	MIR3135B
ENSG00000232629	ENSG00000232629.9	3120	HLA-DQB2	HLA-DQB2
ENSG00000241106	ENSG00000241106.8	3112	HLA-DOB	HLA-DOB
ENSG00000250264	ENSG00000250264.1		AL669918.1	
ENSG00000204267	ENSG00000204267.16	6891	TAP2	TAP2
ENSG00000204264	ENSG00000204264.12	5696	PSMB8	PSMB8
ENSG00000204261	ENSG00000204261.9	100507463	PSMB8-AS1	PSMB8-AS1
ENSG00000240065	ENSG00000240065.8	5698	PSMB9	PSMB9
ENSG00000168394	ENSG00000168394.11	6890	TAP1	TAP1
ENSG00000234515	ENSG00000234515.1		PPP1R2P1	PPP1R2P1
ENSG00000235301	ENSG00000235301.1		HLA-Z	HLA-Z
ENSG00000242574	ENSG00000242574.9	3109	HLA-DMB	HLA-DMB
ENSG00000248993	ENSG00000248993.1		AL645941.2	
ENSG00000204257	ENSG00000204257.15	3108	HLA-DMA	HLA-DMA
ENSG00000204256	ENSG00000204256.13	6046	BRD2	BRD2
ENSG00000223837	ENSG00000223837.2		AL645941.1	
ENSG00000263756	ENSG00000263756.1		AL645941.3	
ENSG00000204252	ENSG00000204252.14	3111	HLA-DOA	HLA-DOA
ENSG00000231389	ENSG00000231389.7	3113	HLA-DPA1	HLA-DPA1
ENSG00000223865	ENSG00000223865.11	3115	HLA-DPB1	HLA-DPB1
ENSG00000224796	ENSG00000224796.1		RPL32P1	RPL32P1
ENSG00000231461	ENSG00000231461.1		HLA-DPA2	HLA-DPA2
ENSG00000228688	ENSG00000228688.1		COL11A2P1	COL11A2P1
ENSG00000224557	ENSG00000224557.7	3116	HLA-DPB2	HLA-DPB2
ENSG00000237398	ENSG00000237398.1		HLA-DPA3	HLA-DPA3
ENSG00000230313	ENSG00000230313.1		HCG24	HCG24
ENSG00000204248	ENSG00000204248.11	1302	COL11A2	COL11A2
ENSG00000204231	ENSG00000204231.11	6257	RXRB	RXRB
ENSG00000202441	ENSG00000202441.2		RNY4P10	RNY4P10
ENSG00000112473	ENSG00000112473.18	7922	SLC39A7	SLC39A7
ENSG00000204228	ENSG00000204228.4	7923	HSD17B8	HSD17B8
ENSG00000199036	ENSG00000199036.1	407002	MIR219A1	MIR219A1
ENSG00000204227	ENSG00000204227.5	6015	RING1	RING1
ENSG00000225463	ENSG00000225463.1		ZNF70P1	ZNF70P1
ENSG00000223457	ENSG00000223457.1		HTATSF1P1	HTATSF1P1
ENSG00000272217	ENSG00000272217.1		AL645940.1	
ENSG00000232940	ENSG00000232940.6	414765	HCG25	HCG25
ENSG00000223501	ENSG00000223501.9	6293	VPS52	VPS52
ENSG00000231500	ENSG00000231500.7	6222	RPS18	RPS18
ENSG00000235863	ENSG00000235863.4	8705	B3GALT4	B3GALT4
ENSG00000227057	ENSG00000227057.10	9277	WDR46	WDR46
ENSG00000284517	ENSG00000284517.1	102466754	MIR6873	MIR6873
ENSG00000204220	ENSG00000204220.12	10471	PFDN6	PFDN6
ENSG00000284064	ENSG00000284064.1	102465501	MIR6834	MIR6834
ENSG00000237441	ENSG00000237441.10	5863	RGL2	RGL2
ENSG00000231925	ENSG00000231925.12	6892	TAPBP	TAPBP
ENSG00000236104	ENSG00000236104.3	9278	ZBTB22	ZBTB22
ENSG00000204209	ENSG00000204209.13	1616	DAXX	DAXX
ENSG00000204209	ENSG00000204209.13	113523636	DAXX	DAXX
ENSG00000285064	ENSG00000285064.2		SMIM40	SMIM40
ENSG00000286920	ENSG00000286920.2	113523636	SMIM40	
ENSG00000229596	ENSG00000229596.3		MYL8P	MYL8P
ENSG00000228285	ENSG00000228285.2		LYPLA2P1	LYPLA2P1
ENSG00000225644	ENSG00000225644.1		RPL35AP4	RPL35AP4
ENSG00000237649	ENSG00000237649.8	3833	KIFC1	KIFC1
ENSG00000204194	ENSG00000204194.1		RPL12P1	RPL12P1
ENSG00000112511	ENSG00000112511.18	5252	PHF1	PHF1
ENSG00000112514	ENSG00000112514.18	51596	CUTA	CUTA
ENSG00000197283	ENSG00000197283.17	8831	SYNGAP1	SYNGAP1
ENSG00000274259	ENSG00000274259.2		SYNGAP1-AS1	SYNGAP1-AS1
ENSG00000284256	ENSG00000284256.1	100847012	MIR5004	MIR5004
ENSG00000213588	ENSG00000213588.6	221504	ZBTB9	ZBTB9
ENSG00000204188	ENSG00000204188.7	449520	GGNBP1	GGNBP1
ENSG00000242014	ENSG00000242014.3		RN7SL26P	RN7SL26P
ENSG00000276746	ENSG00000276746.1		Metazoa_SRP	
ENSG00000030110	ENSG00000030110.13	578	BAK1	BAK1
ENSG00000197251	ENSG00000197251.3	401253	LINC00336	LINC00336
ENSG00000096433	ENSG00000096433.11	3710	ITPR3	ITPR3
ENSG00000137288	ENSG00000137288.10	84300	UQCC2	UQCC2
ENSG00000266509	ENSG00000266509.1	100500873	MIR3934	MIR3934
ENSG00000161896	ENSG00000161896.12	117283	IP6K3	IP6K3
ENSG00000161904	ENSG00000161904.12	221496	LEMD2	LEMD2
ENSG00000096395	ENSG00000096395.11	4295	MLN	MLN
ENSG00000287089	ENSG00000287089.1		AL138889.3	
ENSG00000249346	ENSG00000249346.7	100507584	LINC01016	LINC01016
ENSG00000271362	ENSG00000271362.1		AL138889.2	
ENSG00000233183	ENSG00000233183.3		AL138889.1	
ENSG00000276824	ENSG00000276824.1	102466816	MIR7159	MIR7159
ENSG00000221697	ENSG00000221697.1	100302123	MIR1275	MIR1275
ENSG00000124493	ENSG00000124493.14	2914	GRM4	GRM4
ENSG00000271231	ENSG00000271231.1		KRT18P9	KRT18P9
ENSG00000214810	ENSG00000214810.4		CYCSP55	CYCSP55
ENSG00000137309	ENSG00000137309.20	3159	HMGA1	HMGA1
ENSG00000276404	ENSG00000276404.1	102465502	MIR6835	MIR6835
ENSG00000186577	ENSG00000186577.14	221491	SMIM29	SMIM29
ENSG00000225339	ENSG00000225339.4		AL354740.1	
ENSG00000220583	ENSG00000220583.1		RPL35P2	RPL35P2
ENSG00000272325	ENSG00000272325.2	11165	NUDT3	NUDT3
ENSG00000270800	ENSG00000270800.3	100529239	RPS10-NUDT3	RPS10-NUDT3
ENSG00000124614	ENSG00000124614.16	6204	RPS10	RPS10
ENSG00000124507	ENSG00000124507.11	29993	PACSIN1	PACSIN1
ENSG00000124664	ENSG00000124664.11	25803	SPDEF	SPDEF
ENSG00000196114	ENSG00000196114.3		IFITM3P3	IFITM3P3
ENSG00000196821	ENSG00000196821.10	64771	ILRUN	ILRUN
ENSG00000216636	ENSG00000216636.1		RPL7P25	RPL7P25
ENSG00000265123	ENSG00000265123.2		RN7SL200P	RN7SL200P
ENSG00000220643	ENSG00000220643.1		AL031577.1	
ENSG00000272288	ENSG00000272288.6	101929243	AL451165.2	
ENSG00000186328	ENSG00000186328.4		AL451165.1	
ENSG00000217130	ENSG00000217130.1		AL139100.1	
ENSG00000124562	ENSG00000124562.10	6631	SNRPC	SNRPC
ENSG00000065060	ENSG00000065060.17	54887	UHRF1BP1	UHRF1BP1
ENSG00000206717	ENSG00000206717.1		Y_RNA	
ENSG00000252106	ENSG00000252106.2		RNY3P15	RNY3P15
ENSG00000064995	ENSG00000064995.18	6882	TAF11	TAF11
ENSG00000064999	ENSG00000064999.15	23294	ANKS1A	ANKS1A
ENSG00000187762	ENSG00000187762.5		HSPE1P11	HSPE1P11
ENSG00000286550	ENSG00000286550.1		AL591002.1	
ENSG00000273870	ENSG00000273870.1		AL138721.1	
ENSG00000124678	ENSG00000124678.20	6954	TCP11	TCP11
ENSG00000146197	ENSG00000146197.9	222663	SCUBE3	SCUBE3
ENSG00000272374	ENSG00000272374.1		Z97832.2	
ENSG00000065029	ENSG00000065029.15	7629	ZNF76	ZNF76
ENSG00000217004	ENSG00000217004.1		Z97832.1	
ENSG00000023892	ENSG00000023892.11	50619	DEF6	DEF6
ENSG00000112033	ENSG00000112033.14	5467	PPARD	PPARD
ENSG00000227154	ENSG00000227154.4		AL022721.1	
ENSG00000112039	ENSG00000112039.5	2178	FANCE	FANCE
ENSG00000198755	ENSG00000198755.11	4736	RPL10A	RPL10A
ENSG00000276712	ENSG00000276712.1	102465668	MIR7111	MIR7111
ENSG00000007866	ENSG00000007866.21	7005	TEAD3	TEAD3
ENSG00000112041	ENSG00000112041.13	7287	TULP1	TULP1
ENSG00000228559	ENSG00000228559.2		AL033519.4	
ENSG00000219023	ENSG00000219023.1		AL033519.3	
ENSG00000096060	ENSG00000096060.15	2289	FKBP5	FKBP5
ENSG00000218749	ENSG00000218749.1		AL033519.2	
ENSG00000287458	ENSG00000287458.1		AL033519.5	
ENSG00000212579	ENSG00000212579.1		AL033519.1	
ENSG00000265527	ENSG00000265527.1	100847048	MIR5690	MIR5690
ENSG00000232909	ENSG00000232909.1		AL157823.2	
ENSG00000157343	ENSG00000157343.9	221481	ARMC12	ARMC12
ENSG00000220734	ENSG00000220734.1		AL157823.1	
ENSG00000196748	ENSG00000196748.10	389383	CLPSL2	CLPSL2
ENSG00000204140	ENSG00000204140.10	340204	CLPSL1	CLPSL1
ENSG00000137392	ENSG00000137392.10	1208	CLPS	CLPS
ENSG00000197753	ENSG00000197753.11	222662	LHFPL5	LHFPL5
ENSG00000096063	ENSG00000096063.16	6732	SRPK1	SRPK1
ENSG00000112053	ENSG00000112053.14	116369	SLC26A8	SLC26A8
ENSG00000271304	ENSG00000271304.2		DPRXP2	DPRXP2
ENSG00000112062	ENSG00000112062.11	1432	MAPK14	MAPK14
ENSG00000237719	ENSG00000237719.1		Z95152.1	
ENSG00000156711	ENSG00000156711.17	5603	MAPK13	MAPK13
ENSG00000246982	ENSG00000246982.7		Z84485.1	
ENSG00000096070	ENSG00000096070.19	27154	BRPF3	BRPF3
ENSG00000180316	ENSG00000180316.12	285848	PNPLA1	PNPLA1
ENSG00000189325	ENSG00000189325.7	389384	BNIP5	BNIP5
ENSG00000010030	ENSG00000010030.14	51513	ETV7	ETV7
ENSG00000224666	ENSG00000224666.3		ETV7-AS1	ETV7-AS1
ENSG00000179165	ENSG00000179165.11	222659	PXT1	PXT1
ENSG00000112078	ENSG00000112078.14	222658	KCTD20	KCTD20
ENSG00000240733	ENSG00000240733.3		RN7SL502P	RN7SL502P
ENSG00000112079	ENSG00000112079.9	11329	STK38	STK38
ENSG00000239964	ENSG00000239964.3		RN7SL748P	RN7SL748P
ENSG00000112081	ENSG00000112081.17	6428	SRSF3	SRSF3
ENSG00000263894	ENSG00000263894.1	100500885	MIR3925	MIR3925
ENSG00000238554	ENSG00000238554.1		RNU1-88P	RNU1-88P
ENSG00000251864	ENSG00000251864.1		Y_RNA	
ENSG00000281450	ENSG00000281450.1	101154753	PANDAR	PANDAR
ENSG00000213500	ENSG00000213500.3		LAP3P2	LAP3P2
ENSG00000124762	ENSG00000124762.14	1026	CDKN1A	CDKN1A
ENSG00000285244	ENSG00000285244.1	108783646	DINOL	DINOL
ENSG00000255587	ENSG00000255587.9	401258	RAB44	RAB44
ENSG00000220349	ENSG00000220349.4		Z85996.1	
ENSG00000124772	ENSG00000124772.12	57699	CPNE5	CPNE5
ENSG00000285888	ENSG00000285888.1		Z85996.2	
ENSG00000287891	ENSG00000287891.1		Z85996.3	
ENSG00000137168	ENSG00000137168.8	51645	PPIL1	PPIL1
ENSG00000198663	ENSG00000198663.17	221477	C6orf89	C6orf89
ENSG00000232598	ENSG00000232598.2		AL122034.1	
ENSG00000164530	ENSG00000164530.15	221476	PI16	PI16
ENSG00000137409	ENSG00000137409.19	23787	MTCH1	MTCH1
ENSG00000146192	ENSG00000146192.15	221472	FGD2	FGD2
ENSG00000226976	ENSG00000226976.3		COX6A1P2	COX6A1P2
ENSG00000216412	ENSG00000216412.4		RPL12P2	RPL12P2
ENSG00000137193	ENSG00000137193.14	5292	PIM1	PIM1
ENSG00000172738	ENSG00000172738.12	221468	TMEM217	TMEM217
ENSG00000286105	ENSG00000286105.1	221468	AL353579.1	
ENSG00000065491	ENSG00000065491.8	55633	TBC1D22B	TBC1D22B
ENSG00000275550	ENSG00000275550.1		AL096712.1	
ENSG00000286672	ENSG00000286672.1		AL096712.2	
ENSG00000112130	ENSG00000112130.17	9025	RNF8	RNF8
ENSG00000239953	ENSG00000239953.3		RN7SL273P	RN7SL273P
ENSG00000137200	ENSG00000137200.13	23070	CMTR1	CMTR1
ENSG00000198937	ENSG00000198937.9	154467	CCDC167	CCDC167
ENSG00000204110	ENSG00000204110.6		LINC02520	LINC02520
ENSG00000229559	ENSG00000229559.2		AL353597.2	
ENSG00000227920	ENSG00000227920.3		AL353597.1	
ENSG00000263926	ENSG00000263926.1	100616413	MIR4462	MIR4462
ENSG00000279942	ENSG00000279942.1		AL353597.3	
ENSG00000112139	ENSG00000112139.16	266727	MDGA1	MDGA1
ENSG00000225945	ENSG00000225945.1		AL121574.1	
ENSG00000156639	ENSG00000156639.12	60685	ZFAND3	ZFAND3
ENSG00000243313	ENSG00000243313.2		RN7SL285P	RN7SL285P
ENSG00000200597	ENSG00000200597.1		RNVU1-33	RNVU1-33
ENSG00000218521	ENSG00000218521.1		AL589655.1	
ENSG00000183826	ENSG00000183826.18	114781	BTBD9	BTBD9
ENSG00000200706	ENSG00000200706.1		AL033518.1	
ENSG00000226533	ENSG00000226533.1		BTBD9-AS1	BTBD9-AS1
ENSG00000199938	ENSG00000199938.1		Y_RNA	
ENSG00000217227	ENSG00000217227.1		AL079341.1	
ENSG00000124767	ENSG00000124767.7	2739	GLO1	GLO1
ENSG00000236355	ENSG00000236355.2		AL391415.1	
ENSG00000124721	ENSG00000124721.18	1769	DNAH8	DNAH8
ENSG00000244297	ENSG00000244297.3		RN7SL465P	RN7SL465P
ENSG00000219273	ENSG00000219273.1		AL035555.2	
ENSG00000212586	ENSG00000212586.1		AL035555.1	
ENSG00000231150	ENSG00000231150.5		DNAH8-AS1	DNAH8-AS1
ENSG00000220076	ENSG00000220076.1		AL034345.1	
ENSG00000220556	ENSG00000220556.4		AL035690.1	
ENSG00000112164	ENSG00000112164.6	2740	GLP1R	GLP1R
ENSG00000112167	ENSG00000112167.10	55776	SAYSD1	SAYSD1
ENSG00000217165	ENSG00000217165.1		ANKRD18EP	ANKRD18EP
ENSG00000164626	ENSG00000164626.9	8645	KCNK5	KCNK5
ENSG00000124780	ENSG00000124780.14	89822	KCNK17	KCNK17
ENSG00000095981	ENSG00000095981.11	83795	KCNK16	KCNK16
ENSG00000164627	ENSG00000164627.18	221458	KIF6	KIF6
ENSG00000218986	ENSG00000218986.1		AL136087.1	
ENSG00000231276	ENSG00000231276.2		E2F4P1	E2F4P1
ENSG00000252990	ENSG00000252990.1		RNU1-54P	RNU1-54P
ENSG00000146122	ENSG00000146122.17	23500	DAAM2	DAAM2
ENSG00000281969	ENSG00000281969.1		AL592158.1	
ENSG00000235033	ENSG00000235033.7	100505635	DAAM2-AS1	DAAM2-AS1
ENSG00000124615	ENSG00000124615.20	4337	MOCS1	MOCS1
ENSG00000220586	ENSG00000220586.2		TUBBP9	TUBBP9
ENSG00000180211	ENSG00000180211.5		FO393411.1	
ENSG00000227131	ENSG00000227131.1		AL139275.2	
ENSG00000204091	ENSG00000204091.8	732253	TDRG1	TDRG1
ENSG00000204092	ENSG00000204092.2		LINC00951	LINC00951
ENSG00000226070	ENSG00000226070.1		AL139275.1	
ENSG00000156564	ENSG00000156564.9	57497	LRFN2	LRFN2
ENSG00000252767	ENSG00000252767.1		RNU6-250P	RNU6-250P
ENSG00000236075	ENSG00000236075.1		AL359475.1	
ENSG00000226454	ENSG00000226454.3		AL033380.1	
ENSG00000237947	ENSG00000237947.1		AL583854.1	
ENSG00000124602	ENSG00000124602.10	222643	UNC5CL	UNC5CL
ENSG00000124596	ENSG00000124596.17	221443	OARD1	OARD1
ENSG00000112212	ENSG00000112212.12	222642	TSPO2	TSPO2
ENSG00000124701	ENSG00000124701.5	10930	APOBEC2	APOBEC2
ENSG00000001167	ENSG00000001167.14	4800	NFYA	NFYA
ENSG00000287678	ENSG00000287678.1		AL031778.1	
ENSG00000161912	ENSG00000161912.18	221442	ADCY10P1	ADCY10P1
ENSG00000161911	ENSG00000161911.11	340205	TREML1	TREML1
ENSG00000095970	ENSG00000095970.17	54209	TREM2	TREM2
ENSG00000112195	ENSG00000112195.9	79865	TREML2	TREML2
ENSG00000184106	ENSG00000184106.8		TREML3P	TREML3P
ENSG00000188056	ENSG00000188056.12	285852	TREML4	TREML4
ENSG00000212176	ENSG00000212176.1		RNA5SP207	RNA5SP207
ENSG00000225690	ENSG00000225690.1		TREML5P	TREML5P
ENSG00000274256	ENSG00000274256.1		AL391903.2	
ENSG00000278745	ENSG00000278745.1		AL391903.3	
ENSG00000124731	ENSG00000124731.13	54210	TREM1	TREM1
ENSG00000218809	ENSG00000218809.1		AL391903.1	
ENSG00000206745	ENSG00000206745.1		RNU6-643P	RNU6-643P
ENSG00000213461	ENSG00000213461.3		AL672212.1	
ENSG00000096264	ENSG00000096264.14	9436	NCR2	NCR2
ENSG00000279284	ENSG00000279284.1		AL136967.1	
ENSG00000280371	ENSG00000280371.1		AL136967.2	
ENSG00000234753	ENSG00000234753.5	101060264	FOXP4-AS1	FOXP4-AS1
ENSG00000226917	ENSG00000226917.6	103106903	LINC01276	LINC01276
ENSG00000137166	ENSG00000137166.15	116113	FOXP4	FOXP4
ENSG00000266494	ENSG00000266494.1	100616178	MIR4641	MIR4641
ENSG00000112559	ENSG00000112559.14	4188	MDFI	MDFI
ENSG00000230913	ENSG00000230913.1		NPM1P51	NPM1P51
ENSG00000112561	ENSG00000112561.18	7942	TFEB	TFEB
ENSG00000231102	ENSG00000231102.1		AL035588.1	
ENSG00000096088	ENSG00000096088.16	5225	PGC	PGC
ENSG00000269387	ENSG00000269387.1		AL365205.4	
ENSG00000137218	ENSG00000137218.10	10817	FRS3	FRS3
ENSG00000124593	ENSG00000124593.16		AL365205.1	
ENSG00000278224	ENSG00000278224.7	29964	PRICKLE4	PRICKLE4
ENSG00000214736	ENSG00000214736.7	100188893	TOMM6	TOMM6
ENSG00000164663	ENSG00000164663.14	25862	USP49	USP49
ENSG00000268745	ENSG00000268745.1		AL365205.3	
ENSG00000206977	ENSG00000206977.1		AL365205.2	
ENSG00000227516	ENSG00000227516.1		AL160163.1	
ENSG00000124641	ENSG00000124641.16	9477	MED20	MED20
ENSG00000207371	ENSG00000207371.1		Y_RNA	
ENSG00000112578	ENSG00000112578.10	705	BYSL	BYSL
ENSG00000112576	ENSG00000112576.13	896	CCND3	CCND3
ENSG00000206875	ENSG00000206875.1		RNU6-761P	RNU6-761P
ENSG00000223946	ENSG00000223946.1		AL513008.1	
ENSG00000137413	ENSG00000137413.16	129685	TAF8	TAF8
ENSG00000261068	ENSG00000261068.2		AL512274.1	
ENSG00000188112	ENSG00000188112.9	647024	C6orf132	C6orf132
ENSG00000214732	ENSG00000214732.3	114841037	AL096814.1	
ENSG00000048545	ENSG00000048545.15	2978	GUCA1A	GUCA1A
ENSG00000287363	ENSG00000287363.2		AL096814.2	
ENSG00000112599	ENSG00000112599.9	2979	GUCA1B	GUCA1B
ENSG00000048544	ENSG00000048544.6	55173	MRPS10	MRPS10
ENSG00000124496	ENSG00000124496.12	55809	TRERF1	TRERF1
ENSG00000237107	ENSG00000237107.3		AL591473.1	
ENSG00000024048	ENSG00000024048.10	23304	UBR2	UBR2
ENSG00000206848	ENSG00000206848.1		RNU6-890P	RNU6-890P
ENSG00000112619	ENSG00000112619.8	5961	PRPH2	PRPH2
ENSG00000213435	ENSG00000213435.3		ATP6V0CP3	ATP6V0CP3
ENSG00000124659	ENSG00000124659.7	6903	TBCC	TBCC
ENSG00000112624	ENSG00000112624.12	23506	BICRAL	BICRAL
ENSG00000146223	ENSG00000146223.16	285855	RPL7L1	RPL7L1
ENSG00000221821	ENSG00000221821.4	441150	C6orf226	C6orf226
ENSG00000288010	ENSG00000288010.1		AL035587.3	
ENSG00000171611	ENSG00000171611.10	171558	PTCRA	PTCRA
ENSG00000287825	ENSG00000287825.1		AL035587.2	
ENSG00000137161	ENSG00000137161.17	10695	CNPY3	CNPY3
ENSG00000231113	ENSG00000231113.2		AL035587.1	
ENSG00000181524	ENSG00000181524.6		RPL24P4	RPL24P4
ENSG00000124713	ENSG00000124713.6	27232	GNMT	GNMT
ENSG00000124713	ENSG00000124713.6	107080644	GNMT	GNMT
ENSG00000124587	ENSG00000124587.14	5190	PEX6	PEX6
ENSG00000112640	ENSG00000112640.16	5528	PPP2R5D	PPP2R5D
ENSG00000124733	ENSG00000124733.5	4201	MEA1	MEA1
ENSG00000124702	ENSG00000124702.18	116138	KLHDC3	KLHDC3
ENSG00000124541	ENSG00000124541.7	88745	RRP36	RRP36
ENSG00000272223	ENSG00000272223.1		AL136304.1	
ENSG00000240625	ENSG00000240625.3		RN7SL403P	RN7SL403P
ENSG00000044090	ENSG00000044090.10	9820	CUL7	CUL7
ENSG00000137171	ENSG00000137171.15	89953	KLC4	KLC4
ENSG00000288564	ENSG00000288564.1		AL355385.2	
ENSG00000112651	ENSG00000112651.12	51069	MRPL2	MRPL2
ENSG00000272170	ENSG00000272170.1		AL355385.1	
ENSG00000112655	ENSG00000112655.16	5754	PTK7	PTK7
ENSG00000112658	ENSG00000112658.8	6722	SRF	SRF
ENSG00000112659	ENSG00000112659.14	23113	CUL9	CUL9
ENSG00000245261	ENSG00000245261.1		AL133375.1	
ENSG00000112667	ENSG00000112667.13	10591	DNPH1	DNPH1
ENSG00000146216	ENSG00000146216.13	84630	TTBK1	TTBK1
ENSG00000137204	ENSG00000137204.15	10864	SLC22A7	SLC22A7
ENSG00000146215	ENSG00000146215.14	401262	CRIP3	CRIP3
ENSG00000171467	ENSG00000171467.16	24149	ZNF318	ZNF318
ENSG00000219222	ENSG00000219222.1		RPL12P47	RPL12P47
ENSG00000220614	ENSG00000220614.1		AL583834.1	
ENSG00000179157	ENSG00000179157.4		RPS2P28	RPS2P28
ENSG00000226558	ENSG00000226558.1		AL590383.1	
ENSG00000287055	ENSG00000287055.1		AL359813.1	
ENSG00000287266	ENSG00000287266.1		AL359813.2	
ENSG00000124574	ENSG00000124574.15	89845	ABCC10	ABCC10
ENSG00000276770	ENSG00000276770.1	102466746	MIR6780B	MIR6780B
ENSG00000171462	ENSG00000171462.15	65989	DLK2	DLK2
ENSG00000207076	ENSG00000207076.1		RNU6-1113P	RNU6-1113P
ENSG00000137221	ENSG00000137221.14	93643	TJAP1	TJAP1
ENSG00000204052	ENSG00000204052.4	221424	LRRC73	LRRC73
ENSG00000171453	ENSG00000171453.20	9533	POLR1C	POLR1C
ENSG00000137207	ENSG00000137207.12	25844	YIPF3	YIPF3
ENSG00000271754	ENSG00000271754.1		AL355802.3	
ENSG00000124571	ENSG00000124571.18	57510	XPO5	XPO5
